id,doc_type,title,date,url,first_seen,last_seen
circular:officially-valid-documents-for-the-purpose-of-proof-of-address-under-prevention-of-money-laundering-maintenance-of-records-amendment-rules-2015,circular,"Officially Valid Documents (OVD) - for the purpose of proof of address under Prevention of Money Laundering (Maintenance of Records) Amendment Rules, 2015",2015-06-02,https://www.pfrda.org.in/w/officially-valid-documents-for-the-purpose-of-proof-of-address-under-prevention-of-money-laundering-maintenance-of-records-amendment-rules-2015,2026-07-08T04:54:24.009721+00:00,2026-07-17T05:27:10.051641+00:00
circular:opening-of-nps-accounts-for-ineligible-categories-like-huf-oci-pio-by-pops,circular,Opening of NPS accounts for ineligible categories like HUF/OCI/PIO by PoPs,2015-05-28,https://www.pfrda.org.in/w/opening-of-nps-accounts-for-ineligible-categories-like-huf-oci-pio-by-pops,2026-07-08T04:54:24.011335+00:00,2026-07-17T05:27:10.052549+00:00
circular:incentive-for-mobilization-and-registration-of-subscribers-under-atal-pension-yojana,circular,Incentive for mobilization and registration of subscribers under Atal Pension Yojana,2015-05-19,https://www.pfrda.org.in/w/incentive-for-mobilization-and-registration-of-subscribers-under-atal-pension-yojana,2026-07-08T04:54:24.012611+00:00,2026-07-17T05:27:10.053489+00:00
regulation:pension-fund-regulatory-and-development-authority-pension-fund-regulations-2015,regulation,"Pension Fund Regulatory and Development Authority (Pension Fund) Regulations, 2015",2015-05-19,https://www.pfrda.org.in/w/regulatory-framework/regulations/pension-fund-regulatory-and-development-authority-pension-fund-regulations-2015,2026-06-18T10:17:02.521897+00:00,2026-07-17T05:27:16.596979+00:00
regulation:pension-fund-regulatory-and-development-authority-pension-fund-regulations-2015?p_l_back_url=%2Fregulatory-framework%2Fregulations%3Fstart%3D7&p_l_back_url_title=Regulations,regulation,"Pension Fund Regulatory and Development Authority (Pension Fund) Regulations, 2015",2015-05-19,https://www.pfrda.org.in/w/regulatory-framework/regulations/pension-fund-regulatory-and-development-authority-pension-fund-regulations-2015?p_l_back_url=%2Fregulatory-framework%2Fregulations%3Fstart%3D7&p_l_back_url_title=Regulations,2026-06-18T08:32:36.284015+00:00,2026-06-18T08:32:36.284015+00:00
regulation:pension-fund-regulatory-and-development-authority-custodian-of-securities-regulations-2015,regulation,"Pension Fund Regulatory and Development Authority (Custodian of Securities) Regulations, 2015",2015-05-14,https://www.pfrda.org.in/w/regulatory-framework/regulations/pension-fund-regulatory-and-development-authority-custodian-of-securities-regulations-2015,2026-06-18T10:17:02.524037+00:00,2026-07-17T05:27:16.598889+00:00
regulation:13-pension-fund-regulatory-and-development-authority-employees-service-regulations-2015,regulation,"Pension Fund Regulatory and Development Authority (Employees Service) Regulations, 2015",2015-05-14,https://www.pfrda.org.in/w/regulatory-framework/regulations/13-pension-fund-regulatory-and-development-authority-employees-service-regulations-2015,2026-06-18T10:17:02.522935+00:00,2026-07-17T05:27:16.597983+00:00
regulation:pension-fund-regulatory-and-development-authority-custodian-of-securities-regulations-2015?p_l_back_url=%2Fregulatory-framework%2Fregulations%3Fstart%3D7&p_l_back_url_title=Regulations,regulation,"Pension Fund Regulatory and Development Authority (Custodian of Securities) Regulations, 2015",2015-05-14,https://www.pfrda.org.in/w/regulatory-framework/regulations/pension-fund-regulatory-and-development-authority-custodian-of-securities-regulations-2015?p_l_back_url=%2Fregulatory-framework%2Fregulations%3Fstart%3D7&p_l_back_url_title=Regulations,2026-06-18T08:32:36.286378+00:00,2026-06-18T08:32:36.286378+00:00
regulation:13-pension-fund-regulatory-and-development-authority-employees-service-regulations-2015?p_l_back_url=%2Fregulatory-framework%2Fregulations%3Fstart%3D7&p_l_back_url_title=Regulations,regulation,"Pension Fund Regulatory and Development Authority (Employees Service) Regulations, 2015",2015-05-14,https://www.pfrda.org.in/w/regulatory-framework/regulations/13-pension-fund-regulatory-and-development-authority-employees-service-regulations-2015?p_l_back_url=%2Fregulatory-framework%2Fregulations%3Fstart%3D7&p_l_back_url_title=Regulations,2026-06-18T08:32:36.285036+00:00,2026-06-18T08:32:36.285036+00:00
circular:simplification-of-withdrawal-process-documentary-requirements-circular-dt.-25th-february-2015,circular,"Simplification of Withdrawal process-Documentary requirements Circular dt. 25th February,2015",2015-05-12,https://www.pfrda.org.in/w/simplification-of-withdrawal-process-documentary-requirements-circular-dt.-25th-february-2015,2026-07-08T04:54:24.013833+00:00,2026-07-17T05:27:10.054504+00:00
regulation:pension-fund-regulatory-and-development-authority-exits-and-withdrawals-under-the-national-pension-system-regulations-2015,regulation,"Pension Fund Regulatory and Development Authority (Exits and Withdrawals Under the National Pension System) Regulations, 2015",2015-05-11,https://www.pfrda.org.in/w/regulatory-framework/regulations/pension-fund-regulatory-and-development-authority-exits-and-withdrawals-under-the-national-pension-system-regulations-2015,2026-06-18T10:17:02.525429+00:00,2026-07-17T05:27:16.599779+00:00
regulation:pension-fund-regulatory-and-development-authority-exits-and-withdrawals-under-the-national-pension-system-regulations-2015?p_l_back_url=%2Fregulatory-framework%2Fregulations%3Fstart%3D7&p_l_back_url_title=Regulations,regulation,"Pension Fund Regulatory and Development Authority (Exits and Withdrawals Under the National Pension System) Regulations, 2015",2015-05-11,https://www.pfrda.org.in/w/regulatory-framework/regulations/pension-fund-regulatory-and-development-authority-exits-and-withdrawals-under-the-national-pension-system-regulations-2015?p_l_back_url=%2Fregulatory-framework%2Fregulations%3Fstart%3D7&p_l_back_url_title=Regulations,2026-06-18T08:32:36.287507+00:00,2026-06-18T08:32:36.287507+00:00
notification:reconstitution-of-pension-advisory-committtee-pac-5,notification,Reconstitution of Pension Advisory Committtee(PAC),2015-05-08,https://www.pfrda.org.in/w/regulatory-framework/notifications/pfrda/reconstitution-of-pension-advisory-committtee-pac-5,2026-06-18T10:16:50.370098+00:00,2026-07-17T05:27:12.356749+00:00
notification:reconstitution-of-pension-advisory-committtee-pac-5?p_l_back_url=%2Fregulatory-framework%2Fnotifications%3Fstart%3D6&p_l_back_url_title=Notifications,notification,Reconstitution of Pension Advisory Committtee(PAC),2015-05-08,https://www.pfrda.org.in/w/regulatory-framework/notifications/pfrda/reconstitution-of-pension-advisory-committtee-pac-5?p_l_back_url=%2Fregulatory-framework%2Fnotifications%3Fstart%3D6&p_l_back_url_title=Notifications,2026-06-18T08:32:24.498658+00:00,2026-06-18T08:32:24.498658+00:00
circular:first-amendment-to-pfrda-preparation-of-financial-statements-and-auditor-s-report-of-schemes-under-nps-guidelines-2012-copy-,circular,Amendment to PFRDA (Preparation of Financial Statements and Auditor's Report of Schemes under NPS) Guidelines - 2012,2015-05-01,https://www.pfrda.org.in/w/regulatory-framework/circulars/active-circulars/first-amendment-to-pfrda-preparation-of-financial-statements-and-auditor-s-report-of-schemes-under-nps-guidelines-2012-copy-,2026-07-08T04:54:18.384246+00:00,2026-07-17T05:27:03.945516+00:00
circular:amendment-to-pfrda-appointment-of-auditors-guidance-note-2012,circular,Amendment to PFRDA (Appointment of Auditors) Guidance Note-2012,2015-05-01,https://www.pfrda.org.in/w/regulatory-framework/circulars/active-circulars/amendment-to-pfrda-appointment-of-auditors-guidance-note-2012,2026-07-08T04:54:18.383064+00:00,2026-07-17T05:27:03.944225+00:00
regulation:pension-fund-regulatory-and-development-authority-central-recordkeeping-agency-regulations-2015,regulation,"Pension Fund Regulatory and Development Authority (Central Recordkeeping Agency) Regulations, 2015",2015-04-27,https://www.pfrda.org.in/w/regulatory-framework/regulations/pension-fund-regulatory-and-development-authority-central-recordkeeping-agency-regulations-2015,2026-06-18T10:17:03.244671+00:00,2026-07-17T05:27:16.600655+00:00
regulation:pension-fund-regulatory-and-development-authority-central-recordkeeping-agency-regulations-2015?p_l_back_url=%2Fregulatory-framework%2Fregulations%3Fstart%3D8&p_l_back_url_title=Regulations,regulation,"Pension Fund Regulatory and Development Authority (Central Recordkeeping Agency) Regulations, 2015",2015-04-27,https://www.pfrda.org.in/w/regulatory-framework/regulations/pension-fund-regulatory-and-development-authority-central-recordkeeping-agency-regulations-2015?p_l_back_url=%2Fregulatory-framework%2Fregulations%3Fstart%3D8&p_l_back_url_title=Regulations,2026-06-18T08:32:37.010524+00:00,2026-06-18T08:32:37.010524+00:00
circular:enhancement-of-initial-subscriber-registration-charges-for-pop-under-nps-for-all-subscribers-under-corporate-and-all-citizen-model,circular,Enhancement of Initial Subscriber registration charges for POP under NPS for all subscribers under Corporate and All Citizen Model,2015-04-20,https://www.pfrda.org.in/w/enhancement-of-initial-subscriber-registration-charges-for-pop-under-nps-for-all-subscribers-under-corporate-and-all-citizen-model,2026-07-08T04:54:24.015032+00:00,2026-07-17T05:27:10.055723+00:00
circular:amendment-to-revised-investment-guidelines-for-nps-schemes,circular,Amendment to Revised Investment Guidelines for NPS Schemes,2015-03-31,https://www.pfrda.org.in/w/amendment-to-revised-investment-guidelines-for-nps-schemes,2026-07-08T04:54:24.016616+00:00,2026-07-17T05:27:10.056609+00:00
regulation:pension-fund-regulatory-and-development-authority-trustee-bank-regulations-2015,regulation,"Pension Fund Regulatory and Development Authority (Trustee Bank) Regulations, 2015",2015-03-23,https://www.pfrda.org.in/w/regulatory-framework/regulations/pension-fund-regulatory-and-development-authority-trustee-bank-regulations-2015,2026-06-18T10:17:03.246352+00:00,2026-07-17T05:27:16.601755+00:00
regulation:pension-fund-regulatory-and-development-authority-trustee-bank-regulations-2015?p_l_back_url=%2Fregulatory-framework%2Fregulations%3Fstart%3D8&p_l_back_url_title=Regulations,regulation,"Pension Fund Regulatory and Development Authority (Trustee Bank) Regulations, 2015",2015-03-23,https://www.pfrda.org.in/w/regulatory-framework/regulations/pension-fund-regulatory-and-development-authority-trustee-bank-regulations-2015?p_l_back_url=%2Fregulatory-framework%2Fregulations%3Fstart%3D8&p_l_back_url_title=Regulations,2026-06-18T08:32:37.012134+00:00,2026-06-18T08:32:37.012134+00:00
regulation:pension-fund-regulatory-and-development-authority-national-pension-system-trust-regulations-2015,regulation,"Pension Fund Regulatory and Development Authority(National Pension System Trust) Regulations, 2015",2015-03-12,https://www.pfrda.org.in/w/regulatory-framework/regulations/pension-fund-regulatory-and-development-authority-national-pension-system-trust-regulations-2015,2026-06-18T10:17:03.247642+00:00,2026-07-17T05:27:16.602651+00:00
regulation:pension-fund-regulatory-and-development-authority-national-pension-system-trust-regulations-2015?p_l_back_url=%2Fregulatory-framework%2Fregulations%3Fstart%3D8&p_l_back_url_title=Regulations,regulation,"Pension Fund Regulatory and Development Authority(National Pension System Trust) Regulations, 2015",2015-03-12,https://www.pfrda.org.in/w/regulatory-framework/regulations/pension-fund-regulatory-and-development-authority-national-pension-system-trust-regulations-2015?p_l_back_url=%2Fregulatory-framework%2Fregulations%3Fstart%3D8&p_l_back_url_title=Regulations,2026-06-18T08:32:37.013471+00:00,2026-06-18T08:32:37.013471+00:00
regulation:pension-fund-regulatory-and-development-authority-aggregator-regulations-2015,regulation,"Pension Fund Regulatory and Development Authority (Aggregator ) Regulations, 2015",2015-03-10,https://www.pfrda.org.in/w/regulatory-framework/regulations/pension-fund-regulatory-and-development-authority-aggregator-regulations-2015,2026-06-18T10:17:03.248564+00:00,2026-07-17T05:27:16.603614+00:00
regulation:pension-fund-regulatory-and-development-authority-aggregator-regulations-2015?p_l_back_url=%2Fregulatory-framework%2Fregulations%3Fstart%3D8&p_l_back_url_title=Regulations,regulation,"Pension Fund Regulatory and Development Authority (Aggregator ) Regulations, 2015",2015-03-10,https://www.pfrda.org.in/w/regulatory-framework/regulations/pension-fund-regulatory-and-development-authority-aggregator-regulations-2015?p_l_back_url=%2Fregulatory-framework%2Fregulations%3Fstart%3D8&p_l_back_url_title=Regulations,2026-06-18T08:32:37.014988+00:00,2026-06-18T08:32:37.014988+00:00
regulation:pension-fund-regulatory-and-development-authority-point-of-presence-regulations-2015,regulation,"Pension Fund Regulatory and Development Authority (Point of Presence) Regulations, 2015",2015-03-04,https://www.pfrda.org.in/w/regulatory-framework/regulations/pension-fund-regulatory-and-development-authority-point-of-presence-regulations-2015,2026-06-18T10:17:03.249527+00:00,2026-07-17T05:27:16.604605+00:00
regulation:pension-fund-regulatory-and-development-authority-point-of-presence-regulations-2015?p_l_back_url=%2Fregulatory-framework%2Fregulations%3Fstart%3D8&p_l_back_url_title=Regulations,regulation,"Pension Fund Regulatory and Development Authority (Point of Presence) Regulations, 2015",2015-03-04,https://www.pfrda.org.in/w/regulatory-framework/regulations/pension-fund-regulatory-and-development-authority-point-of-presence-regulations-2015?p_l_back_url=%2Fregulatory-framework%2Fregulations%3Fstart%3D8&p_l_back_url_title=Regulations,2026-06-18T08:32:37.016026+00:00,2026-06-18T08:32:37.016026+00:00
notification:investment-to-be-followed-by-non-government-provident-funds,notification,Investment to be followed by Non-Government Provident Funds,2015-03-02,https://www.pfrda.org.in/w/regulatory-framework/notifications/central-government/investment-to-be-followed-by-non-government-provident-funds,2026-06-18T10:16:50.371006+00:00,2026-07-17T05:27:12.358086+00:00
notification:investment-to-be-followed-by-non-government-provident-funds?p_l_back_url=%2Fregulatory-framework%2Fnotifications%3Fstart%3D6&p_l_back_url_title=Notifications,notification,Investment to be followed by Non-Government Provident Funds,2015-03-02,https://www.pfrda.org.in/w/regulatory-framework/notifications/central-government/investment-to-be-followed-by-non-government-provident-funds?p_l_back_url=%2Fregulatory-framework%2Fnotifications%3Fstart%3D6&p_l_back_url_title=Notifications,2026-06-18T08:32:24.500403+00:00,2026-06-18T08:32:24.500403+00:00
circular:facility-for-modification-updation-of-contact-details-directly-by-nps-subscribers-in-cra-system,circular,Facility for Modification/Updation of Contact details directly by NPS subscribers in CRA System,2015-02-26,https://www.pfrda.org.in/w/facility-for-modification-updation-of-contact-details-directly-by-nps-subscribers-in-cra-system,2026-07-08T04:54:24.017872+00:00,2026-07-17T05:27:10.057633+00:00
circular:facility-for-online-withdrawal-process-in-cra-system-for-subsmission-of-nps-claims,circular,Facility for Online Withdrawal Process in CRA System for subsmission of NPS Claims,2015-02-25,https://www.pfrda.org.in/w/facility-for-online-withdrawal-process-in-cra-system-for-subsmission-of-nps-claims,2026-07-08T04:54:24.024721+00:00,2026-07-17T05:27:10.059803+00:00
circular:simplification-of-withdrawal-process-documentary-requirements,circular,Simplification of Withdrawal process-Documentary requirements,2015-02-25,https://www.pfrda.org.in/w/simplification-of-withdrawal-process-documentary-requirements,2026-07-08T04:54:24.023116+00:00,2026-07-17T05:27:10.058662+00:00
notification:karnataka-sab-notification,notification,Karnataka-SAB Notification,2015-02-21,https://www.pfrda.org.in/w/regulatory-framework/notifications/state-notification/karnataka-sab-notification,2026-06-18T10:16:50.372009+00:00,2026-07-17T05:27:12.359046+00:00
notification:karnataka-sab-notification?p_l_back_url=%2Fregulatory-framework%2Fnotifications%3Fstart%3D6&p_l_back_url_title=Notifications,notification,Karnataka-SAB Notification,2015-02-21,https://www.pfrda.org.in/w/regulatory-framework/notifications/state-notification/karnataka-sab-notification?p_l_back_url=%2Fregulatory-framework%2Fnotifications%3Fstart%3D6&p_l_back_url_title=Notifications,2026-06-18T08:32:24.501619+00:00,2026-06-18T08:32:24.501619+00:00
circular:nlcc-access-to-cra-system-to-view-and-print-statement-of-transaction-and-e-pran,circular,NLCC access to CRA system to view and print Statement of Transaction and E-PRAN,2015-02-17,https://www.pfrda.org.in/w/nlcc-access-to-cra-system-to-view-and-print-statement-of-transaction-and-e-pran,2026-07-08T04:54:24.026079+00:00,2026-07-17T05:27:10.060915+00:00
circular:amendment-to-pfrda-appointment-of-internal-auditor-guidance-note-2013,circular,Amendment to PFRDA (Appointment of Internal Auditor) Guidance Note-2013,2015-02-16,https://www.pfrda.org.in/w/regulatory-framework/circulars/active-circulars/amendment-to-pfrda-appointment-of-internal-auditor-guidance-note-2013,2026-07-08T04:54:18.385368+00:00,2026-07-17T05:27:03.946473+00:00
circular:acceptance-of-e-kyc-as-a-valid-process-for-kyc-verification-05-02-2015,circular,Acceptance of e-KYC as a valid process for KYC verification 05-02-2015,2015-02-05,https://www.pfrda.org.in/w/acceptance-of-e-kyc-as-a-valid-process-for-kyc-verification-05-02-2015,2026-07-08T04:54:24.027328+00:00,2026-07-17T05:27:10.061973+00:00
regulation:pension-fund-regulatory-and-development-authority-redressal-of-subscriber-grievance-regulations-2015,regulation,"Pension Fund Regulatory and Development Authority (Redressal of Subscriber Grievance) Regulations, 2015",2015-01-29,https://www.pfrda.org.in/w/regulatory-framework/regulations/pension-fund-regulatory-and-development-authority-redressal-of-subscriber-grievance-regulations-2015,2026-06-18T10:17:03.250486+00:00,2026-07-17T05:27:16.605494+00:00
regulation:pension-fund-regulatory-and-development-authority-redressal-of-subscriber-grievance-regulations-2015?p_l_back_url=%2Fregulatory-framework%2Fregulations%3Fstart%3D8&p_l_back_url_title=Regulations,regulation,"Pension Fund Regulatory and Development Authority (Redressal of Subscriber Grievance) Regulations, 2015",2015-01-29,https://www.pfrda.org.in/w/regulatory-framework/regulations/pension-fund-regulatory-and-development-authority-redressal-of-subscriber-grievance-regulations-2015?p_l_back_url=%2Fregulatory-framework%2Fregulations%3Fstart%3D8&p_l_back_url_title=Regulations,2026-06-18T08:32:37.017030+00:00,2026-06-18T08:32:37.017030+00:00
regulation:pension-fund-regulatory-and-development-authority-procedure-for-authority-meetings-regulations-2015,regulation,"Pension Fund Regulatory and Development Authority (Procedure for Authority Meetings) Regulations, 2015",2015-01-27,https://www.pfrda.org.in/w/regulatory-framework/regulations/pension-fund-regulatory-and-development-authority-procedure-for-authority-meetings-regulations-2015,2026-06-18T10:17:03.253547+00:00,2026-07-17T05:27:16.608665+00:00
regulation:pension-fund-regulatory-and-development-authority-subscriber-education-and-protection-fund-regulations-2015,regulation,"Pension Fund Regulatory and Development Authority (Subscriber Education and Protection Fund) Regulations, 2015",2015-01-27,https://www.pfrda.org.in/w/regulatory-framework/regulations/pension-fund-regulatory-and-development-authority-subscriber-education-and-protection-fund-regulations-2015,2026-06-18T10:17:03.252650+00:00,2026-07-17T05:27:16.607312+00:00
regulation:pension-fund-regulatory-and-development-authority-pension-advisory-committee-meetings-regulations-2015,regulation,"Pension Fund Regulatory and Development Authority (Pension Advisory Committee Meetings) Regulations, 2015",2015-01-27,https://www.pfrda.org.in/w/regulatory-framework/regulations/pension-fund-regulatory-and-development-authority-pension-advisory-committee-meetings-regulations-2015,2026-06-18T10:17:03.251424+00:00,2026-07-17T05:27:16.606398+00:00
regulation:pension-fund-regulatory-and-development-authority-procedure-for-authority-meetings-regulations-2015?p_l_back_url=%2Fregulatory-framework%2Fregulations%3Fstart%3D8&p_l_back_url_title=Regulations,regulation,"Pension Fund Regulatory and Development Authority (Procedure for Authority Meetings) Regulations, 2015",2015-01-27,https://www.pfrda.org.in/w/regulatory-framework/regulations/pension-fund-regulatory-and-development-authority-procedure-for-authority-meetings-regulations-2015?p_l_back_url=%2Fregulatory-framework%2Fregulations%3Fstart%3D8&p_l_back_url_title=Regulations,2026-06-18T08:32:37.021406+00:00,2026-06-18T08:32:37.021406+00:00
regulation:pension-fund-regulatory-and-development-authority-subscriber-education-and-protection-fund-regulations-2015?p_l_back_url=%2Fregulatory-framework%2Fregulations%3Fstart%3D8&p_l_back_url_title=Regulations,regulation,"Pension Fund Regulatory and Development Authority (Subscriber Education and Protection Fund) Regulations, 2015",2015-01-27,https://www.pfrda.org.in/w/regulatory-framework/regulations/pension-fund-regulatory-and-development-authority-subscriber-education-and-protection-fund-regulations-2015?p_l_back_url=%2Fregulatory-framework%2Fregulations%3Fstart%3D8&p_l_back_url_title=Regulations,2026-06-18T08:32:37.019985+00:00,2026-06-18T08:32:37.019985+00:00
regulation:pension-fund-regulatory-and-development-authority-pension-advisory-committee-meetings-regulations-2015?p_l_back_url=%2Fregulatory-framework%2Fregulations%3Fstart%3D8&p_l_back_url_title=Regulations,regulation,"Pension Fund Regulatory and Development Authority (Pension Advisory Committee Meetings) Regulations, 2015",2015-01-27,https://www.pfrda.org.in/w/regulatory-framework/regulations/pension-fund-regulatory-and-development-authority-pension-advisory-committee-meetings-regulations-2015?p_l_back_url=%2Fregulatory-framework%2Fregulations%3Fstart%3D8&p_l_back_url_title=Regulations,2026-06-18T08:32:37.018737+00:00,2026-06-18T08:32:37.018737+00:00
circular:clarification-on-revision-of-investment-guidelines-for-nps-scheme-issued-on-29-01-2014,circular,Clarification on Revision of Investment Guidelines for NPS scheme issued on 29.01.2014,2015-01-22,https://www.pfrda.org.in/w/clarification-on-revision-of-investment-guidelines-for-nps-scheme-issued-on-29-01-2014,2026-07-08T04:54:24.028569+00:00,2026-07-17T05:27:10.063065+00:00
circular:provision-for-registering-grievances-by-nps-lite-swavalamban-subscribers-directly-on-the-cra-system,circular,Provision for registering grievances by NPS-Lite/Swavalamban subscribers directly on the CRA system,2015-01-16,https://www.pfrda.org.in/w/provision-for-registering-grievances-by-nps-lite-swavalamban-subscribers-directly-on-the-cra-system,2026-07-08T04:54:24.031008+00:00,2026-07-17T05:27:10.065502+00:00
circular:dispatch-of-pram-cards-directly-to-the-subscribers-under-nps-lite-swavalamban,circular,Dispatch of PRAN Cards directly to the subscribers under NPS-Lite/Swavalamban,2015-01-16,https://www.pfrda.org.in/w/dispatch-of-pram-cards-directly-to-the-subscribers-under-nps-lite-swavalamban,2026-07-08T04:54:24.029789+00:00,2026-07-17T05:27:10.064393+00:00
regulation:pension-fund-regulatory-and-development-authority-procedure-for-inquiry-by-adjudicating-officer-regulations-2015,regulation,"Pension Fund Regulatory and Development Authority (Procedure for inquiry by Adjudicating Officer) Regulations, 2015",2015-01-07,https://www.pfrda.org.in/w/regulatory-framework/regulations/pension-fund-regulatory-and-development-authority-procedure-for-inquiry-by-adjudicating-officer-regulations-2015,2026-06-18T10:17:03.254900+00:00,2026-07-17T05:27:16.609632+00:00
regulation:pension-fund-regulatory-and-development-authority-procedure-for-inquiry-by-adjudicating-officer-regulations-2015?p_l_back_url=%2Fregulatory-framework%2Fregulations%3Fstart%3D8&p_l_back_url_title=Regulations,regulation,"Pension Fund Regulatory and Development Authority (Procedure for inquiry by Adjudicating Officer) Regulations, 2015",2015-01-07,https://www.pfrda.org.in/w/regulatory-framework/regulations/pension-fund-regulatory-and-development-authority-procedure-for-inquiry-by-adjudicating-officer-regulations-2015?p_l_back_url=%2Fregulatory-framework%2Fregulations%3Fstart%3D8&p_l_back_url_title=Regulations,2026-06-18T08:32:37.022646+00:00,2026-06-18T08:32:37.022646+00:00
circular:registration-for-the-purpose-of-foreign-accounts-tax-compliant-act-fatca-,circular,Registration for the Purpose of Foreign Accounts Tax Compliant Act (FATCA),2014-12-31,https://www.pfrda.org.in/w/regulatory-framework/circulars/active-circulars/registration-for-the-purpose-of-foreign-accounts-tax-compliant-act-fatca-,2026-07-08T04:54:18.386481+00:00,2026-07-17T05:27:03.947397+00:00
circular:facility-for-modification-updation-of-contact-details-directly-by-government-nps-subscribers-in-cra-system,circular,Facility for Modification/ Updation of Contact details directly by Government NPS subscribers in CRA system,2014-12-16,https://www.pfrda.org.in/w/facility-for-modification-updation-of-contact-details-directly-by-government-nps-subscribers-in-cra-system,2026-07-08T04:54:24.032546+00:00,2026-07-17T05:27:10.066484+00:00
circular:internship-in-pfrda,circular,Internship in PFRDA,2014-11-21,https://www.pfrda.org.in/w/regulatory-framework/circulars/active-circulars/internship-in-pfrda,2026-07-08T04:54:18.387753+00:00,2026-07-17T05:27:03.948407+00:00
circular:revision-in-guidelines-for-unfreezing-of-frozen-nps-accounts,circular,Revision in guidelines for Unfreezing of frozen NPS accounts,2014-10-27,https://www.pfrda.org.in/w/revision-in-guidelines-for-unfreezing-of-frozen-nps-accounts,2026-07-08T04:54:24.034005+00:00,2026-07-17T05:27:10.067477+00:00
circular:investment-in-additional-tier-1-bonds-compatible-under-basel-iii,circular,Investment in Additional Tier 1 Bonds compatible under Basel III,2014-09-22,https://www.pfrda.org.in/w/investment-in-additional-tier-1-bonds-compatible-under-basel-iii,2026-07-08T04:54:24.035726+00:00,2026-07-17T05:27:10.068457+00:00
notification:appointment-of-members-of-pension-advisory-committee,notification,Appointment of members of Pension Advisory Committee,2014-09-19,https://www.pfrda.org.in/w/regulatory-framework/notifications/pfrda/appointment-of-members-of-pension-advisory-committee,2026-06-18T10:16:50.372941+00:00,2026-07-17T05:27:12.360035+00:00
notification:appointment-of-members-of-pension-advisory-committee?p_l_back_url=%2Fregulatory-framework%2Fnotifications%3Fstart%3D6&p_l_back_url_title=Notifications,notification,Appointment of members of Pension Advisory Committee,2014-09-19,https://www.pfrda.org.in/w/regulatory-framework/notifications/pfrda/appointment-of-members-of-pension-advisory-committee?p_l_back_url=%2Fregulatory-framework%2Fnotifications%3Fstart%3D6&p_l_back_url_title=Notifications,2026-06-18T08:32:24.503205+00:00,2026-06-18T08:32:24.503205+00:00
notification:telangana-state-notification,notification,Telangana-State Notification,2014-08-23,https://www.pfrda.org.in/w/regulatory-framework/notifications/state-notification/telangana-state-notification,2026-06-18T10:16:51.072575+00:00,2026-07-17T05:27:13.312094+00:00
notification:telangana-state-notification?p_l_back_url=%2Fregulatory-framework%2Fnotifications%3Fstart%3D7&p_l_back_url_title=Notifications,notification,Telangana-State Notification,2014-08-23,https://www.pfrda.org.in/w/regulatory-framework/notifications/state-notification/telangana-state-notification?p_l_back_url=%2Fregulatory-framework%2Fnotifications%3Fstart%3D7&p_l_back_url_title=Notifications,2026-06-18T08:32:25.150400+00:00,2026-06-18T08:32:25.150400+00:00
circular:revision-in-investment-management-fee-for-private-sector-nps,circular,Revision in Investment Management Fee (IMF) for Private sector NPS,2014-08-01,https://www.pfrda.org.in/w/regulatory-framework/circulars/active-circulars/revision-in-investment-management-fee-for-private-sector-nps,2026-07-08T04:54:18.388991+00:00,2026-07-17T05:27:03.949389+00:00
circular:-invalidation-pension-and-adjustment-of-accumulated-pension-wealth-of-government-sector-nps-subscribers-to-government,circular,Issue of family pension / Invalidation pension and adjustment of accumulated pension wealth of government sector NPS subscribers to government,2014-07-30,https://www.pfrda.org.in/w/issue-of-family-pension-/-invalidation-pension-and-adjustment-of-accumulated-pension-wealth-of-government-sector-nps-subscribers-to-government,2026-07-08T04:54:24.037089+00:00,2026-07-17T05:27:10.069426+00:00
circular:registration-of-government-employees-aged-60-years-and-above-under-national-pension-system-nps,circular,Registration of Government employees aged 60 years and above under National Pension System (NPS),2014-04-22,https://www.pfrda.org.in/w/registration-of-government-employees-aged-60-years-and-above-under-national-pension-system-nps,2026-07-08T04:54:24.038283+00:00,2026-07-17T05:27:10.070448+00:00
circular:exit-guidelines-under-national-pension-system-option-for-complete-withdrawal-of-accumulated-pension-wealth-by-subscriber,circular,Exit guidelines under National Pension System – Option for Complete withdrawal of accumulated pension wealth by subscriber,2014-04-02,https://www.pfrda.org.in/w/exit-guidelines-under-national-pension-system-option-for-complete-withdrawal-of-accumulated-pension-wealth-by-subscriber,2026-07-08T04:54:24.039574+00:00,2026-07-17T05:27:10.071785+00:00
notification:gazette-notification-dated-01st-february-2014,notification,Gazette Notification Dated 01st February 2014,2014-02-01,https://www.pfrda.org.in/w/regulatory-framework/notifications/gazette-notification-dated-01st-february-2014,2026-06-18T10:16:51.074071+00:00,2026-07-17T05:27:13.352914+00:00
notification:gazette-notification-dated-01st-february-2014?p_l_back_url=%2Fregulatory-framework%2Fnotifications%3Fstart%3D7&p_l_back_url_title=Notifications,notification,Gazette Notification Dated 01st February 2014,2014-02-01,https://www.pfrda.org.in/w/regulatory-framework/notifications/gazette-notification-dated-01st-february-2014?p_l_back_url=%2Fregulatory-framework%2Fnotifications%3Fstart%3D7&p_l_back_url_title=Notifications,2026-06-18T08:32:25.152205+00:00,2026-06-18T08:32:25.152205+00:00
